State Code,Claim Amount,Response,Coverage,Education,EmploymentStatus,Gender,Income,Location Code,Marital Status,Policy Type,Policy,Claim Reason,Sales Channel,Total Claim Amount,Vehicle Class,Vehicle Size
OK,<500,No,Premium,High School or Below,Employed,F,25k-50k,Rural,Married,Special Auto,Special L2,Other,Branch,<500,Four-Door Car,Medsize
NE,500-1000,No,Basic,College,Unemployed,F,<25k,Suburban,Single,Personal Auto,Personal L3,Scratch/Dent,Call Center,<500,Two-Door Car,Large
IA,<500,No,Basic,Bachelor,Medical Leave,F,<25k,Rural,Married,Personal Auto,Personal L3,Hail,Branch,<500,Four-Door Car,Medsize
MO,500-1000,No,Basic,College,Employed,F,50k-75k,Rural,Married,Personal Auto,Personal L2,Other,Call Center,<500,Luxury Car,Medsize
KS,500-1000,No,Basic,High School or Below,Employed,M,75k-150k,Suburban,Married,Personal Auto,Personal L1,Hail,Call Center,500-1000,SUV,Medsize
IA,<500,No,Basic,College,Unemployed,M,<25k,Suburban,Married,Personal Auto,Personal L3,Collision,Call Center,<500,Two-Door Car,Medsize
MO,<500,No,Extended,Doctor,Employed,M,25k-50k,Urban,Married,Personal Auto,Personal L3,Hail,Call Center,<500,Four-Door Car,Medsize
IA,500-1000,No,Basic,Bachelor,Employed,M,75k-150k,Rural,Married,Personal Auto,Personal L1,Scratch/Dent,Branch,<500,SUV,Small
OK,>2000,No,Basic,College,Employed,F,75k-150k,Suburban,Divorced,Personal Auto,Personal L3,Hail,Call Center,500-1000,Sports Car,Medsize
OK,500-1000,Yes,Extended,High School or Below,Employed,F,25k-50k,Suburban,Married,Personal Auto,Personal L3,Collision,Branch,500-1000,SUV,Medsize
MO,1500-2000,No,Basic,Bachelor,Employed,F,50k-75k,Suburban,Married,Corporate Auto,Corporate L3,Hail,Web,500-1000,Luxury Car,Medsize
IA,<500,No,Extended,College,Unemployed,F,<25k,Suburban,Single,Personal Auto,Personal L3,Scratch/Dent,Web,500-1000,Two-Door Car,Small
NE,<500,No,Basic,Bachelor,Disabled,M,<25k,Suburban,Married,Personal Auto,Personal L3,Hail,Call Center,<500,Two-Door Car,Medsize
MO,<500,No,Basic,High School or Below,Employed,M,75k-150k,Suburban,Divorced,Personal Auto,Personal L3,Collision,Agent,500-1000,SUV,Medsize
NE,<500,No,Basic,Master,Unemployed,F,<25k,Urban,Single,Personal Auto,Personal L2,Collision,Web,<500,Two-Door Car,Medsize
OK,500-1000,No,Basic,College,Employed,M,75k-150k,Suburban,Married,Personal Auto,Personal L3,Scratch/Dent,Web,<500,Four-Door Car,Medsize
OK,500-1000,No,Basic,Bachelor,Employed,F,50k-75k,Urban,Married,Personal Auto,Personal L1,Collision,Branch,<500,SUV,Medsize
OK,500-1000,No,Basic,High School or Below,Unemployed,M,<25k,Suburban,Single,Personal Auto,Personal L3,Hail,Agent,500-1000,Four-Door Car,Medsize
OK,<500,No,Premium,Master,Employed,F,25k-50k,Rural,Single,Personal Auto,Personal L3,Other,Call Center,<500,Two-Door Car,Medsize
IA,<500,No,Basic,College,Employed,F,50k-75k,Suburban,Married,Personal Auto,Personal L3,Collision,Agent,<500,Four-Door Car,Small
MO,500-1000,No,Basic,Bachelor,Employed,F,75k-150k,Suburban,Divorced,Personal Auto,Personal L2,Collision,Agent,<500,Two-Door Car,Medsize
NE,1000-1500,No,Extended,Bachelor,Employed,F,50k-75k,Rural,Married,Corporate Auto,Corporate L1,Scratch/Dent,Branch,<500,SUV,Medsize
NE,<500,No,Basic,Bachelor,Unemployed,M,<25k,Suburban,Single,Personal Auto,Personal L1,Hail,Web,500-1000,Four-Door Car,Medsize
NE,<500,No,Basic,College,Employed,M,75k-150k,Suburban,Married,Personal Auto,Personal L3,Other,Agent,<500,Four-Door Car,Small
IA,<500,No,Basic,High School or Below,Disabled,F,25k-50k,Suburban,Single,Personal Auto,Personal L3,Collision,Agent,<500,Four-Door Car,Medsize
OK,500-1000,No,Extended,Bachelor,Employed,M,50k-75k,Suburban,Divorced,Personal Auto,Personal L3,Hail,Branch,<500,Four-Door Car,Medsize
OK,<500,No,Premium,College,Medical Leave,F,<25k,Urban,Married,Personal Auto,Personal L3,Collision,Branch,500-1000,Two-Door Car,Medsize
MO,<500,No,Basic,College,Employed,M,25k-50k,Urban,Single,Personal Auto,Personal L1,Collision,Agent,<500,Four-Door Car,Small
NE,>2000,No,Basic,College,Employed,M,25k-50k,Suburban,Married,Personal Auto,Personal L2,Collision,Web,500-1000,Luxury Car,Small
IA,<500,No,Basic,College,Unemployed,F,<25k,Urban,Married,Special Auto,Special L3,Scratch/Dent,Agent,<500,Four-Door Car,Medsize
IA,<500,No,Basic,High School or Below,Unemployed,M,<25k,Suburban,Married,Special Auto,Special L2,Other,Call Center,<500,Four-Door Car,Medsize
IA,<500,No,Basic,College,Unemployed,M,<25k,Suburban,Single,Personal Auto,Personal L2,Collision,Agent,500-1000,Four-Door Car,Large
IA,<500,No,Basic,High School or Below,Unemployed,M,<25k,Urban,Married,Corporate Auto,Corporate L2,Hail,Branch,<500,Two-Door Car,Medsize
IA,500-1000,No,Basic,College,Employed,F,25k-50k,Suburban,Married,Personal Auto,Personal L2,Scratch/Dent,Web,<500,Four-Door Car,Medsize
OK,500-1000,No,Basic,Bachelor,Employed,M,75k-150k,Urban,Married,Special Auto,Special L1,Other,Agent,<500,Four-Door Car,Medsize
IA,1000-1500,No,Extended,Doctor,Medical Leave,M,<25k,Suburban,Married,Personal Auto,Personal L1,Hail,Agent,500-1000,Sports Car,Medsize
KS,<500,No,Extended,Master,Unemployed,M,<25k,Urban,Married,Corporate Auto,Corporate L3,Collision,Branch,<500,Four-Door Car,Medsize
NE,<500,Yes,Basic,College,Medical Leave,F,<25k,Suburban,Married,Personal Auto,Personal L1,Hail,Call Center,<500,Four-Door Car,Medsize
MO,<500,No,Basic,College,Unemployed,F,<25k,Rural,Married,Personal Auto,Personal L3,Collision,Agent,<500,Four-Door Car,Medsize
IA,500-1000,No,Basic,College,Disabled,M,<25k,Suburban,Married,Personal Auto,Personal L2,Scratch/Dent,Agent,<500,Four-Door Car,Medsize
KS,500-1000,Yes,Basic,Bachelor,Disabled,F,<25k,Suburban,Married,Personal Auto,Personal L1,Hail,Call Center,<500,Four-Door Car,Medsize
OK,<500,Yes,Basic,Bachelor,Employed,F,75k-150k,Rural,Single,Personal Auto,Personal L3,Hail,Web,<500,Four-Door Car,Medsize
MO,500-1000,No,Extended,High School or Below,Unemployed,F,<25k,Suburban,Divorced,Personal Auto,Personal L2,Scratch/Dent,Call Center,<500,Four-Door Car,Medsize
IA,500-1000,No,Extended,College,Employed,F,50k-75k,Urban,Married,Personal Auto,Personal L1,Hail,Branch,<500,Four-Door Car,Medsize
IA,500-1000,No,Basic,Bachelor,Employed,F,75k-150k,Suburban,Single,Personal Auto,Personal L2,Collision,Agent,<500,Four-Door Car,Small
IA,500-1000,No,Extended,Bachelor,Employed,M,50k-75k,Rural,Married,Corporate Auto,Corporate L1,Collision,Agent,<500,Four-Door Car,Medsize
MO,500-1000,No,Premium,Bachelor,Employed,F,50k-75k,Suburban,Single,Personal Auto,Personal L1,Hail,Agent,500-1000,Two-Door Car,Medsize
IA,<500,No,Basic,Bachelor,Unemployed,F,<25k,Suburban,Single,Personal Auto,Personal L3,Collision,Agent,<500,Four-Door Car,Medsize
KS,<500,No,Basic,Doctor,Employed,M,50k-75k,Rural,Married,Corporate Auto,Corporate L3,Scratch/Dent,Web,<500,Two-Door Car,Medsize
OK,500-1000,No,Extended,College,Unemployed,F,<25k,Suburban,Single,Corporate Auto,Corporate L2,Scratch/Dent,Agent,500-1000,Four-Door Car,Medsize
IA,<500,No,Basic,High School or Below,Unemployed,F,<25k,Suburban,Married,Personal Auto,Personal L3,Collision,Call Center,<500,Four-Door Car,Small
IA,500-1000,No,Basic,Master,Employed,M,25k-50k,Rural,Divorced,Personal Auto,Personal L2,Collision,Branch,<500,Four-Door Car,Large
KS,500-1000,No,Basic,Master,Employed,M,50k-75k,Urban,Married,Personal Auto,Personal L2,Scratch/Dent,Branch,<500,Four-Door Car,Medsize
IA,<500,No,Basic,College,Employed,F,25k-50k,Suburban,Single,Personal Auto,Personal L2,Scratch/Dent,Branch,<500,Four-Door Car,Medsize
NE,500-1000,No,Extended,High School or Below,Employed,M,50k-75k,Suburban,Married,Personal Auto,Personal L1,Hail,Branch,500-1000,Four-Door Car,Medsize
MO,500-1000,No,Extended,Bachelor,Unemployed,M,<25k,Suburban,Single,Personal Auto,Personal L1,Collision,Call Center,500-1000,Two-Door Car,Large
IA,<500,No,Basic,College,Unemployed,M,<25k,Suburban,Single,Personal Auto,Personal L2,Other,Branch,<500,Four-Door Car,Large
IA,<500,No,Basic,College,Employed,M,25k-50k,Rural,Single,Personal Auto,Personal L1,Collision,Call Center,<500,Four-Door Car,Large
IA,500-1000,No,Extended,College,Employed,M,25k-50k,Suburban,Married,Personal Auto,Personal L2,Collision,Agent,<500,Four-Door Car,Medsize
KS,500-1000,No,Extended,High School or Below,Unemployed,M,<25k,Suburban,Single,Personal Auto,Personal L1,Scratch/Dent,Web,500-1000,Four-Door Car,Medsize
MO,500-1000,No,Basic,Doctor,Employed,M,25k-50k,Suburban,Married,Personal Auto,Personal L2,Collision,Call Center,500-1000,SUV,Medsize
IA,<500,No,Basic,Master,Unemployed,M,<25k,Suburban,Single,Personal Auto,Personal L3,Collision,Agent,<500,SUV,Medsize
NE,500-1000,No,Basic,Bachelor,Unemployed,M,<25k,Suburban,Married,Personal Auto,Personal L3,Other,Branch,500-1000,Four-Door Car,Large
OK,<500,No,Basic,Master,Employed,M,75k-150k,Suburban,Divorced,Personal Auto,Personal L1,Other,Branch,<500,Four-Door Car,Medsize
IA,500-1000,No,Basic,Bachelor,Employed,M,50k-75k,Suburban,Married,Corporate Auto,Corporate L3,Other,Web,500-1000,SUV,Medsize
MO,<500,No,Extended,College,Unemployed,M,<25k,Suburban,Single,Personal Auto,Personal L3,Collision,Agent,<500,Four-Door Car,Medsize
IA,500-1000,No,Basic,High School or Below,Employed,F,25k-50k,Suburban,Married,Personal Auto,Personal L3,Hail,Web,500-1000,SUV,Medsize
NE,500-1000,No,Basic,Bachelor,Employed,F,25k-50k,Suburban,Divorced,Personal Auto,Personal L3,Hail,Agent,<500,Two-Door Car,Medsize
IA,1000-1500,No,Basic,High School or Below,Employed,M,75k-150k,Suburban,Married,Personal Auto,Personal L3,Hail,Branch,500-1000,SUV,Medsize
KS,500-1000,No,Basic,College,Unemployed,F,<25k,Urban,Married,Personal Auto,Personal L3,Scratch/Dent,Call Center,500-1000,SUV,Medsize
MO,500-1000,No,Basic,Doctor,Employed,M,50k-75k,Urban,Divorced,Personal Auto,Personal L3,Collision,Agent,<500,Four-Door Car,Small
MO,<500,No,Basic,Bachelor,Employed,F,50k-75k,Suburban,Married,Personal Auto,Personal L3,Other,Agent,<500,Four-Door Car,Medsize
MO,500-1000,No,Basic,College,Employed,M,50k-75k,Rural,Divorced,Personal Auto,Personal L3,Hail,Web,<500,Luxury SUV,Medsize
OK,1000-1500,No,Extended,High School or Below,Employed,M,50k-75k,Rural,Married,Personal Auto,Personal L3,Hail,Branch,<500,SUV,Medsize
KS,1500-2000,No,Basic,College,Unemployed,F,<25k,Rural,Single,Personal Auto,Personal L3,Hail,Agent,<500,Two-Door Car,Medsize
IA,500-1000,No,Basic,College,Employed,M,25k-50k,Rural,Married,Personal Auto,Personal L3,Collision,Web,<500,Four-Door Car,Large
OK,<500,No,Basic,High School or Below,Unemployed,M,<25k,Suburban,Single,Corporate Auto,Corporate L2,Collision,Call Center,<500,Four-Door Car,Small
MO,<500,No,Basic,College,Medical Leave,M,25k-50k,Suburban,Divorced,Corporate Auto,Corporate L3,Scratch/Dent,Branch,500-1000,SUV,Medsize
NE,<500,No,Basic,College,Employed,F,25k-50k,Urban,Married,Corporate Auto,Corporate L1,Scratch/Dent,Agent,<500,Two-Door Car,Medsize
IA,<500,No,Basic,Master,Employed,F,75k-150k,Urban,Married,Personal Auto,Personal L3,Other,Agent,<500,SUV,Large
MO,1000-1500,No,Basic,Bachelor,Unemployed,F,<25k,Suburban,Single,Personal Auto,Personal L3,Collision,Agent,500-1000,SUV,Medsize
IA,1500-2000,No,Extended,Bachelor,Employed,F,75k-150k,Urban,Married,Corporate Auto,Corporate L1,Scratch/Dent,Web,<500,Sports Car,Medsize
IA,<500,No,Basic,Doctor,Employed,F,75k-150k,Urban,Married,Personal Auto,Personal L3,Other,Agent,<500,Four-Door Car,Medsize
IA,<500,No,Basic,College,Unemployed,M,<25k,Suburban,Married,Personal Auto,Personal L1,Scratch/Dent,Call Center,<500,Four-Door Car,Medsize
MO,500-1000,No,Basic,College,Employed,F,50k-75k,Rural,Single,Personal Auto,Personal L3,Collision,Branch,<500,Four-Door Car,Medsize
MO,<500,No,Basic,Bachelor,Unemployed,F,<25k,Suburban,Single,Personal Auto,Personal L1,Collision,Agent,<500,Four-Door Car,Medsize
MO,1000-1500,No,Basic,Bachelor,Unemployed,M,<25k,Suburban,Divorced,Personal Auto,Personal L1,Scratch/Dent,Call Center,500-1000,SUV,Medsize
IA,1500-2000,No,Basic,Bachelor,Employed,F,75k-150k,Urban,Married,Personal Auto,Personal L1,Collision,Agent,<500,Four-Door Car,Medsize
MO,1000-1500,No,Basic,College,Unemployed,F,<25k,Suburban,Married,Special Auto,Special L2,Collision,Agent,<500,Four-Door Car,Small
MO,<500,No,Basic,Bachelor,Employed,M,50k-75k,Suburban,Married,Personal Auto,Personal L3,Hail,Call Center,<500,Four-Door Car,Medsize
MO,>2000,No,Premium,Bachelor,Employed,M,50k-75k,Rural,Divorced,Personal Auto,Personal L3,Collision,Agent,<500,SUV,Medsize
KS,500-1000,No,Basic,High School or Below,Employed,M,75k-150k,Suburban,Married,Personal Auto,Personal L3,Other,Agent,500-1000,SUV,Medsize
NE,1000-1500,No,Premium,College,Unemployed,F,<25k,Suburban,Single,Personal Auto,Personal L3,Collision,Agent,500-1000,Two-Door Car,Medsize
MO,1000-1500,No,Basic,College,Unemployed,F,<25k,Suburban,Married,Personal Auto,Personal L3,Hail,Call Center,<500,Two-Door Car,Medsize
IA,<500,No,Basic,Bachelor,Employed,F,25k-50k,Urban,Married,Personal Auto,Personal L3,Other,Branch,<500,Two-Door Car,Medsize
MO,500-1000,No,Extended,High School or Below,Employed,M,25k-50k,Rural,Married,Personal Auto,Personal L3,Collision,Agent,<500,Two-Door Car,Large
MO,>2000,Yes,Extended,College,Employed,M,25k-50k,Suburban,Single,Corporate Auto,Corporate L2,Hail,Branch,<500,Four-Door Car,Medsize
IA,1000-1500,No,Extended,College,Employed,M,50k-75k,Suburban,Divorced,Personal Auto,Personal L3,Hail,Call Center,500-1000,SUV,Medsize
MO,500-1000,No,Basic,College,Employed,M,25k-50k,Urban,Married,Personal Auto,Personal L3,Hail,Web,<500,Four-Door Car,Medsize
NE,500-1000,No,Basic,High School or Below,Employed,M,75k-150k,Rural,Married,Personal Auto,Personal L3,Hail,Call Center,<500,Four-Door Car,Medsize
IA,>2000,No,Basic,High School or Below,Unemployed,M,<25k,Suburban,Single,Personal Auto,Personal L2,Collision,Call Center,500-1000,Four-Door Car,Small
OK,<500,Yes,Basic,College,Employed,F,75k-150k,Rural,Married,Personal Auto,Personal L1,Hail,Branch,<500,SUV,Large
NE,500-1000,No,Basic,Bachelor,Employed,F,50k-75k,Urban,Married,Personal Auto,Personal L3,Other,Web,<500,Two-Door Car,Medsize
NE,1500-2000,Yes,Basic,Bachelor,Retired,M,<25k,Suburban,Married,Personal Auto,Personal L1,Collision,Agent,500-1000,SUV,Medsize
IA,<500,No,Basic,High School or Below,Employed,F,<25k,Suburban,Married,Personal Auto,Personal L3,Hail,Branch,500-1000,SUV,Large
IA,500-1000,No,Basic,High School or Below,Unemployed,F,<25k,Suburban,Single,Special Auto,Special L2,Hail,Agent,500-1000,Sports Car,Medsize
MO,500-1000,No,Basic,College,Employed,M,50k-75k,Urban,Divorced,Personal Auto,Personal L2,Collision,Web,<500,Four-Door Car,Medsize
IA,<500,No,Premium,College,Employed,M,25k-50k,Rural,Married,Personal Auto,Personal L2,Scratch/Dent,Agent,<500,Four-Door Car,Medsize
MO,<500,No,Basic,High School or Below,Employed,M,25k-50k,Urban,Married,Personal Auto,Personal L3,Hail,Call Center,<500,Four-Door Car,Medsize
IA,500-1000,No,Basic,College,Unemployed,F,<25k,Suburban,Single,Personal Auto,Personal L2,Hail,Branch,500-1000,Four-Door Car,Medsize
MO,500-1000,No,Basic,High School or Below,Employed,F,25k-50k,Rural,Married,Personal Auto,Personal L3,Hail,Web,<500,Four-Door Car,Large
OK,<500,No,Basic,High School or Below,Unemployed,F,<25k,Suburban,Single,Special Auto,Special L2,Hail,Branch,<500,Four-Door Car,Medsize
MO,500-1000,No,Extended,College,Employed,M,25k-50k,Suburban,Single,Personal Auto,Personal L1,Collision,Call Center,<500,Four-Door Car,Medsize
IA,500-1000,No,Extended,Master,Employed,M,50k-75k,Urban,Single,Personal Auto,Personal L2,Hail,Branch,<500,Two-Door Car,Large
NE,500-1000,No,Extended,High School or Below,Employed,M,25k-50k,Rural,Married,Personal Auto,Personal L1,Collision,Branch,<500,Four-Door Car,Medsize
IA,1000-1500,No,Extended,College,Employed,F,25k-50k,Suburban,Married,Personal Auto,Personal L3,Collision,Web,<500,Four-Door Car,Small
OK,<500,No,Basic,Bachelor,Medical Leave,F,<25k,Suburban,Married,Personal Auto,Personal L3,Hail,Branch,<500,Two-Door Car,Medsize
MO,<500,No,Basic,High School or Below,Unemployed,F,<25k,Suburban,Married,Personal Auto,Personal L3,Collision,Agent,<500,Two-Door Car,Medsize
MO,<500,No,Basic,College,Unemployed,M,<25k,Suburban,Single,Corporate Auto,Corporate L3,Collision,Agent,<500,Two-Door Car,Medsize
IA,<500,No,Extended,Bachelor,Medical Leave,F,<25k,Urban,Married,Personal Auto,Personal L3,Scratch/Dent,Branch,<500,Two-Door Car,Large
IA,1000-1500,No,Basic,College,Employed,F,<25k,Rural,Married,Corporate Auto,Corporate L3,Hail,Web,<500,Luxury SUV,Small
MO,500-1000,No,Extended,College,Employed,M,25k-50k,Suburban,Married,Personal Auto,Personal L3,Collision,Agent,500-1000,Four-Door Car,Medsize
IA,1000-1500,No,Extended,College,Unemployed,F,<25k,Suburban,Single,Personal Auto,Personal L1,Scratch/Dent,Agent,<500,Four-Door Car,Medsize
KS,<500,No,Basic,Bachelor,Employed,M,50k-75k,Urban,Single,Personal Auto,Personal L2,Other,Branch,<500,Two-Door Car,Medsize
NE,<500,No,Extended,High School or Below,Employed,M,25k-50k,Suburban,Divorced,Personal Auto,Personal L3,Collision,Agent,<500,Four-Door Car,Large
MO,<500,Yes,Basic,Bachelor,Unemployed,F,<25k,Suburban,Single,Personal Auto,Personal L3,Collision,Web,<500,Two-Door Car,Medsize
MO,<500,No,Basic,Bachelor,Unemployed,F,<25k,Suburban,Married,Personal Auto,Personal L1,Other,Call Center,<500,Four-Door Car,Large
MO,1500-2000,No,Extended,Bachelor,Unemployed,F,<25k,Suburban,Single,Corporate Auto,Corporate L3,Collision,Agent,500-1000,SUV,Medsize
IA,1000-1500,No,Extended,High School or Below,Employed,M,50k-75k,Urban,Married,Personal Auto,Personal L3,Hail,Web,<500,SUV,Medsize
KS,<500,Yes,Basic,High School or Below,Employed,M,25k-50k,Suburban,Single,Personal Auto,Personal L3,Hail,Web,500-1000,SUV,Medsize
MO,<500,Yes,Basic,College,Medical Leave,F,<25k,Suburban,Married,Corporate Auto,Corporate L2,Hail,Call Center,<500,Four-Door Car,Medsize
IA,500-1000,No,Basic,High School or Below,Employed,F,25k-50k,Suburban,Married,Personal Auto,Personal L3,Collision,Agent,<500,Two-Door Car,Large
IA,500-1000,No,Basic,College,Employed,F,25k-50k,Urban,Married,Personal Auto,Personal L3,Other,Call Center,<500,Four-Door Car,Large
MO,500-1000,No,Basic,Bachelor,Unemployed,M,<25k,Suburban,Married,Personal Auto,Personal L3,Hail,Web,1000-1500,Luxury SUV,Medsize
MO,1500-2000,Yes,Basic,High School or Below,Unemployed,F,<25k,Suburban,Divorced,Personal Auto,Personal L1,Hail,Agent,500-1000,Four-Door Car,Medsize
MO,500-1000,No,Basic,College,Employed,F,50k-75k,Rural,Single,Personal Auto,Personal L3,Other,Call Center,<500,Two-Door Car,Medsize
IA,<500,No,Basic,Bachelor,Employed,F,75k-150k,Urban,Divorced,Personal Auto,Personal L3,Collision,Branch,<500,SUV,Small
MO,500-1000,No,Basic,High School or Below,Employed,M,75k-150k,Rural,Married,Personal Auto,Personal L3,Scratch/Dent,Agent,<500,Four-Door Car,Medsize
NE,>2000,No,Extended,High School or Below,Employed,F,<25k,Suburban,Married,Personal Auto,Personal L3,Hail,Web,<500,Four-Door Car,Large
OK,500-1000,No,Extended,Master,Unemployed,M,<25k,Suburban,Married,Personal Auto,Personal L3,Collision,Agent,<500,Four-Door Car,Medsize
MO,500-1000,No,Extended,High School or Below,Unemployed,F,<25k,Suburban,Single,Special Auto,Special L2,Collision,Agent,500-1000,Four-Door Car,Large
MO,<500,No,Extended,High School or Below,Employed,M,25k-50k,Suburban,Married,Personal Auto,Personal L2,Collision,Agent,<500,Two-Door Car,Small
NE,500-1000,No,Extended,College,Unemployed,F,<25k,Suburban,Single,Personal Auto,Personal L3,Other,Web,500-1000,Four-Door Car,Medsize
NE,500-1000,No,Basic,High School or Below,Employed,M,25k-50k,Suburban,Married,Special Auto,Special L3,Collision,Agent,<500,SUV,Medsize
KS,<500,No,Basic,College,Employed,F,25k-50k,Suburban,Married,Corporate Auto,Corporate L3,Hail,Call Center,<500,SUV,Medsize
KS,<500,No,Basic,High School or Below,Employed,F,25k-50k,Suburban,Divorced,Corporate Auto,Corporate L3,Hail,Agent,<500,Two-Door Car,Medsize
NE,1500-2000,No,Basic,College,Employed,M,75k-150k,Rural,Single,Personal Auto,Personal L2,Scratch/Dent,Branch,<500,Luxury Car,Medsize
MO,<500,Yes,Basic,Bachelor,Unemployed,F,<25k,Suburban,Single,Corporate Auto,Corporate L3,Collision,Web,<500,Two-Door Car,Medsize
MO,<500,No,Basic,College,Employed,F,<25k,Suburban,Married,Corporate Auto,Corporate L3,Scratch/Dent,Branch,<500,Four-Door Car,Small
OK,500-1000,No,Extended,College,Unemployed,F,<25k,Rural,Married,Personal Auto,Personal L2,Collision,Agent,<500,Four-Door Car,Medsize
IA,500-1000,No,Basic,Bachelor,Employed,M,<25k,Suburban,Married,Personal Auto,Personal L1,Other,Agent,<500,Two-Door Car,Medsize
MO,<500,No,Basic,College,Employed,M,50k-75k,Rural,Divorced,Corporate Auto,Corporate L3,Collision,Call Center,<500,Four-Door Car,Medsize
MO,>2000,No,Extended,College,Disabled,M,<25k,Suburban,Married,Personal Auto,Personal L3,Hail,Branch,<500,Four-Door Car,Medsize
MO,<500,No,Basic,Master,Unemployed,M,<25k,Suburban,Married,Personal Auto,Personal L3,Other,Call Center,<500,Two-Door Car,Small
NE,1000-1500,No,Extended,Doctor,Employed,M,50k-75k,Suburban,Single,Personal Auto,Personal L3,Collision,Branch,<500,Four-Door Car,Large
MO,1000-1500,No,Basic,High School or Below,Unemployed,F,<25k,Suburban,Single,Personal Auto,Personal L3,Hail,Agent,<500,Two-Door Car,Medsize
MO,<500,No,Premium,College,Employed,M,75k-150k,Rural,Single,Personal Auto,Personal L2,Collision,Agent,<500,Four-Door Car,Medsize
OK,500-1000,No,Basic,Bachelor,Employed,M,75k-150k,Suburban,Married,Personal Auto,Personal L2,Collision,Web,<500,Four-Door Car,Medsize
NE,500-1000,No,Extended,High School or Below,Employed,F,25k-50k,Urban,Married,Corporate Auto,Corporate L3,Other,Call Center,<500,Four-Door Car,Medsize
NE,1000-1500,No,Extended,College,Disabled,M,<25k,Suburban,Single,Personal Auto,Personal L3,Hail,Agent,500-1000,SUV,Large
IA,500-1000,No,Extended,College,Unemployed,M,<25k,Suburban,Married,Corporate Auto,Corporate L3,Collision,Agent,500-1000,SUV,Small
OK,500-1000,No,Extended,College,Unemployed,M,<25k,Suburban,Married,Personal Auto,Personal L3,Collision,Branch,500-1000,SUV,Small
MO,<500,No,Extended,High School or Below,Employed,M,25k-50k,Urban,Divorced,Personal Auto,Personal L3,Scratch/Dent,Agent,<500,Four-Door Car,Medsize
IA,<500,No,Extended,High School or Below,Unemployed,M,<25k,Suburban,Single,Special Auto,Special L3,Collision,Branch,<500,Four-Door Car,Medsize
KS,>2000,Yes,Extended,College,Employed,F,50k-75k,Suburban,Married,Personal Auto,Personal L1,Collision,Branch,1000-1500,Luxury Car,Small
IA,500-1000,Yes,Basic,Master,Employed,M,50k-75k,Suburban,Married,Personal Auto,Personal L3,Collision,Branch,<500,Four-Door Car,Small
NE,500-1000,No,Extended,High School or Below,Employed,M,<25k,Rural,Married,Personal Auto,Personal L3,Scratch/Dent,Web,<500,Four-Door Car,Medsize
NE,<500,No,Premium,High School or Below,Unemployed,F,<25k,Suburban,Married,Personal Auto,Personal L3,Scratch/Dent,Branch,500-1000,Two-Door Car,Large
MO,<500,No,Basic,High School or Below,Unemployed,M,<25k,Suburban,Single,Personal Auto,Personal L3,Hail,Call Center,500-1000,Four-Door Car,Medsize
MO,500-1000,Yes,Extended,High School or Below,Employed,M,75k-150k,Rural,Divorced,Personal Auto,Personal L3,Collision,Agent,<500,Four-Door Car,Medsize
IA,500-1000,No,Basic,Bachelor,Employed,M,50k-75k,Suburban,Married,Corporate Auto,Corporate L3,Collision,Agent,<500,Two-Door Car,Small
IA,<500,No,Basic,Bachelor,Unemployed,M,<25k,Suburban,Single,Personal Auto,Personal L2,Collision,Call Center,500-1000,SUV,Large
MO,500-1000,No,Basic,Master,Employed,F,50k-75k,Urban,Married,Personal Auto,Personal L3,Scratch/Dent,Call Center,<500,Four-Door Car,Medsize
OK,<500,Yes,Basic,High School or Below,Retired,F,25k-50k,Suburban,Single,Personal Auto,Personal L2,Collision,Agent,500-1000,SUV,Medsize
NE,<500,No,Basic,High School or Below,Employed,M,25k-50k,Suburban,Single,Personal Auto,Personal L2,Scratch/Dent,Call Center,<500,Two-Door Car,Large
IA,<500,No,Basic,Bachelor,Employed,M,25k-50k,Suburban,Divorced,Personal Auto,Personal L3,Collision,Agent,<500,Four-Door Car,Medsize
IA,<500,No,Basic,College,Employed,M,50k-75k,Urban,Single,Personal Auto,Personal L3,Hail,Branch,<500,SUV,Medsize
NE,500-1000,No,Basic,Master,Employed,F,25k-50k,Urban,Married,Personal Auto,Personal L1,Hail,Call Center,<500,Four-Door Car,Medsize
MO,<500,No,Basic,College,Employed,F,25k-50k,Suburban,Divorced,Corporate Auto,Corporate L2,Collision,Agent,500-1000,SUV,Small
MO,500-1000,No,Basic,Bachelor,Unemployed,M,<25k,Suburban,Married,Corporate Auto,Corporate L2,Hail,Web,<500,Four-Door Car,Medsize
KS,<500,No,Basic,College,Unemployed,M,<25k,Suburban,Single,Personal Auto,Personal L2,Scratch/Dent,Branch,<500,Two-Door Car,Medsize
MO,500-1000,No,Basic,Bachelor,Employed,M,50k-75k,Rural,Single,Corporate Auto,Corporate L3,Collision,Agent,<500,Two-Door Car,Medsize
KS,500-1000,No,Basic,Bachelor,Retired,F,25k-50k,Suburban,Single,Special Auto,Special L2,Collision,Agent,<500,Four-Door Car,Small
OK,<500,No,Extended,High School or Below,Unemployed,M,<25k,Suburban,Single,Personal Auto,Personal L3,Collision,Call Center,500-1000,SUV,Medsize
MO,500-1000,No,Basic,Bachelor,Employed,F,25k-50k,Urban,Married,Corporate Auto,Corporate L2,Scratch/Dent,Agent,<500,Four-Door Car,Medsize
